### Level $000 ###
00: $82 - Bonus game sprite (0x0050, 0x0070)
### Level $092 ###

### Level $093 ###
00: $B6 - Reflecting fireball (0x0010, 0x0100)
01: $29 - Koopa Kid (0x00C0, 0x0050)

### Level $094 ###
00: $B6 - Reflecting fireball (0x0010, 0x0100)
01: $29 - Koopa Kid (0x00C0, 0x0060)
02: $B6 - Reflecting fireball (0x00E0, 0x0100)

### Level $095 ###
00: $A9 - Reznor (0x0010, 0x0000)
01: $A9 - Reznor (0x0020, 0x0000)
02: $A9 - Reznor (0x0030, 0x0000)
03: $A9 - Reznor (0x0040, 0x0000)

### Level $096 ###
00: $33 - Podoboo/vertical fireball (0x0020, 0x0000)
01: $33 - Podoboo/vertical fireball (0x0070, 0x0000)
02: $33 - Podoboo/vertical fireball (0x00D0, 0x0000)
03: $29 - Koopa Kid (0x00C0, 0x0040)

### Level $097 ###
00: $29 - Koopa Kid (0x00C0, 0x0030)

### Level $098 ###
00: $29 - Koopa Kid (0x00C0, 0x0020)

### Level $099 ###
00: $29 - Koopa Kid (0x00C0, 0x0010)

### Level $09A ###
00: $29 - Koopa Kid (0x00C0, 0x0000)

### Level $09B ###
00: $A0 - Bowser battle activator (0x0000, 0x0000)

### Level $09C ###

### Level $09D ###

### Level $09E ###

### Level $09F ###

### Level $0A0 ###

### Level $0A1 ###

### Level $0A2 ###

### Level $0A3 ###

### Level $0A4 ###

### Level $0A5 ###

### Level $0A6 ###

### Level $0A7 ###

### Level $0A8 ###

### Level $0A9 ###

### Level $0AA ###

### Level $0AB ###

### Level $0AC ###

### Level $0AD ###

### Level $0AE ###

### Level $0AF ###

### Level $0B0 ###

### Level $0B1 ###

### Level $0B2 ###

### Level $0B3 ###

### Level $0B4 ###

### Level $0B5 ###

### Level $0B6 ###

### Level $0B7 ###

### Level $0B8 ###

### Level $0B9 ###

### Level $0BA ###

### Level $0BB ###

### Level $0BC ###

### Level $0BD ###

### Level $0BE ###
00: $CF - Dolphin generator (left) (0x0040, 0x0000)
01: $C3 - Porcu-Puffer (0x00E0, 0x0180)
02: $C3 - Porcu-Puffer (0x0210, 0x0180)

### Level $0BF ###
00: $D7 - Multidirectional diagonal Bullet Bill generator (0x0080, 0x0000)
01: $57 - Checkerboard platform, vertical (0x0150, 0x0170)
02: $57 - Checkerboard platform, vertical (0x01C0, 0x0140)
03: $57 - Checkerboard platform, vertical (0x0230, 0x0180)
04: $57 - Checkerboard platform, vertical (0x02A0, 0x0150)
05: $55 - Checkerboard platform, horizontal (0x0350, 0x0170)

### Level $0C0 ###
00: $9D - Sprite in a bubble (0x0120, 0x0120)
01: $9D - Sprite in a bubble (0x0160, 0x0130)
02: $9D - Sprite in a bubble (0x01B0, 0x0120)
03: $9D - Sprite in a bubble (0x01E0, 0x0100)
04: $9D - Sprite in a bubble (0x0220, 0x0140)
05: $9D - Sprite in a bubble (0x0260, 0x0120)
06: $9D - Sprite in a bubble (0x0270, 0x0100)
07: $9D - Sprite in a bubble (0x02E0, 0x0130)
08: $9D - Sprite in a bubble (0x02E0, 0x00F0)
09: $9D - Sprite in a bubble (0x0330, 0x0110)
10: $9D - Sprite in a bubble (0x0360, 0x0130)
11: $9D - Sprite in a bubble (0x03A0, 0x0110)

### Level $0C1 ###
00: $C3 - Porcu-Puffer (0x0110, 0x0180)
01: $C3 - Porcu-Puffer (0x0220, 0x0180)

### Level $0C2 ###
00: $0B - Red Koopa Troopa flying horizontally (0x0170, 0x00F0)
01: $0B - Red Koopa Troopa flying horizontally (0x00E0, 0x00F0)
02: $0B - Red Koopa Troopa flying horizontally (0x01D0, 0x01A0)
03: $0B - Red Koopa Troopa flying horizontally (0x0130, 0x01A0)
04: $0B - Red Koopa Troopa flying horizontally (0x00B0, 0x01A0)
05: $0B - Red Koopa Troopa flying horizontally (0x0170, 0x0290)
06: $0B - Red Koopa Troopa flying horizontally (0x00F0, 0x0290)
07: $0B - Red Koopa Troopa flying horizontally (0x01A0, 0x0300)
08: $0B - Red Koopa Troopa flying horizontally (0x00B0, 0x0390)
09: $0B - Red Koopa Troopa flying horizontally (0x0190, 0x0410)

### Level $0C3 ###
00: $49 - Growing/shrinking pipe (0x00D0, 0x0160)
01: $49 - Growing/shrinking pipe (0x0110, 0x0150)
02: $49 - Growing/shrinking pipe (0x0180, 0x0160)
03: $0A - Red Koopa Troopa flying vertically (0x01B0, 0x0150)
04: $49 - Growing/shrinking pipe (0x01D0, 0x0150)
05: $0A - Red Koopa Troopa flying vertically (0x0230, 0x0130)
06: $49 - Growing/shrinking pipe (0x0250, 0x0130)
07: $49 - Growing/shrinking pipe (0x02A0, 0x0170)

### Level $0C4 ###
00: $8D - Ghost house exit sign and door (0x0000, 0x0000)
01: $7B - Goal tape (0x00E0, 0x0170)

### Level $0C5 ###
00: $19 - Display text from level message 1 (0x0000, 0x0000)

### Level $0C6 ###
00: $7B - Goal tape (0x00E0, 0x0170)

### Level $0C7 ###
00: $05 - Red Koopa Troopa (0x00B0, 0x0160)
01: $BD - Sliding Koopa (0x0370, 0x0110)
02: $04 - Green Koopa Troopa (0x0430, 0x0170)
03: $05 - Red Koopa Troopa (0x0460, 0x0170)
04: $06 - Blue Koopa Troopa (0x0490, 0x0170)
05: $07 - Yellow Koopa Troopa (0x04C0, 0x0170)
06: $70 - Pokey (0x0650, 0x0130)
07: $4F - Jumping Piranha Plant (0x06B0, 0x0160)

### Level $0C8 ###
00: $E8 - Special auto-scroll command (0x0080, 0x0010)
01: $A5 - Wall-following Sparky/Fuzzy (0x0170, 0x0060)
02: $A5 - Wall-following Sparky/Fuzzy (0x0190, 0x00B0)
03: $A5 - Wall-following Sparky/Fuzzy (0x01F0, 0x0070)
04: $A5 - Wall-following Sparky/Fuzzy (0x0240, 0x00A0)
05: $A5 - Wall-following Sparky/Fuzzy (0x02B0, 0x0100)
06: $A5 - Wall-following Sparky/Fuzzy (0x02F0, 0x0100)
07: $A5 - Wall-following Sparky/Fuzzy (0x0330, 0x00C0)
08: $A5 - Wall-following Sparky/Fuzzy (0x0350, 0x0100)
09: $A5 - Wall-following Sparky/Fuzzy (0x0370, 0x0050)
10: $A5 - Wall-following Sparky/Fuzzy (0x0390, 0x0070)
11: $A5 - Wall-following Sparky/Fuzzy (0x03D0, 0x00C0)
12: $A5 - Wall-following Sparky/Fuzzy (0x0450, 0x0090)
13: $A5 - Wall-following Sparky/Fuzzy (0x0470, 0x0100)
14: $A5 - Wall-following Sparky/Fuzzy (0x04C0, 0x00C0)
15: $A5 - Wall-following Sparky/Fuzzy (0x04D0, 0x0120)

### Level $0C9 ###
00: $6D - Invisible solid block (0x0200, 0x0140)

### Level $0CA ###
00: $6D - Invisible solid block (0x0200, 0x0140)

### Level $0CB ###
00: $7B - Goal tape (0x00E0, 0x0170)

### Level $0CC ###
00: $29 - Koopa Kid (0x00C0, 0x0010)

### Level $0CD ###
00: $3E - P-switch (0x0080, 0x0170)
01: $7B - Goal tape (0x02E0, 0x0170)

### Level $0CE ###
00: $9D - Sprite in a bubble (0x0130, 0x0110)
01: $9D - Sprite in a bubble (0x0170, 0x0130)
02: $9D - Sprite in a bubble (0x01B0, 0x0100)
03: $9D - Sprite in a bubble (0x01B0, 0x0140)
04: $9D - Sprite in a bubble (0x0230, 0x0120)
05: $9D - Sprite in a bubble (0x0270, 0x0110)
06: $9D - Sprite in a bubble (0x0270, 0x0140)
07: $9D - Sprite in a bubble (0x02B0, 0x0120)
08: $9D - Sprite in a bubble (0x0330, 0x00F0)
09: $9D - Sprite in a bubble (0x0330, 0x0140)
10: $9D - Sprite in a bubble (0x0370, 0x0120)

### Level $0CF ###
00: $77 - Feather (0x0040, 0x0170)

### Level $0D0 ###
00: $6E - Dino-Rhino (0x0110, 0x0170)
01: $6F - Dino-Torch (0x01B0, 0x0100)
02: $C7 - Invisible mushroom (0x0240, 0x0100)
03: $6F - Dino-Torch (0x0260, 0x0100)
04: $6E - Dino-Rhino (0x0320, 0x0160)
05: $6F - Dino-Torch (0x03E0, 0x0160)
06: $6F - Dino-Torch (0x0410, 0x0160)
07: $6F - Dino-Torch (0x0440, 0x0150)
08: $6E - Dino-Rhino (0x0480, 0x0160)
09: $83 - Flying question block that flies left (0x0490, 0x0120)
10: $6F - Dino-Torch (0x0520, 0x0150)
11: $6F - Dino-Torch (0x0560, 0x0170)
12: $4F - Jumping Piranha Plant (0x05D0, 0x0150)
13: $6F - Dino-Torch (0x0610, 0x00F0)
14: $6E - Dino-Rhino (0x0820, 0x0110)
15: $2F - Portable springboard (0x0960, 0x0170)
16: $3E - P-switch (0x0A60, 0x0160)
17: $95 - Chargin' Chuck (0x0AC0, 0x0110)
18: $6E - Dino-Rhino (0x0C70, 0x0150)
19: $6F - Dino-Torch (0x0CB0, 0x0140)
20: $83 - Flying question block that flies left (0x0CD0, 0x0100)
21: $6F - Dino-Torch (0x0D00, 0x0110)
22: $6F - Dino-Torch (0x0D70, 0x0100)
23: $4F - Jumping Piranha Plant (0x0E50, 0x0150)
24: $6F - Dino-Torch (0x0EA0, 0x0160)
25: $4F - Jumping Piranha Plant (0x0F20, 0x0160)
26: $6E - Dino-Rhino (0x0F50, 0x0170)
27: $6F - Dino-Torch (0x0FD0, 0x0160)
28: $4F - Jumping Piranha Plant (0x0FE0, 0x0130)
29: $6F - Dino-Torch (0x1020, 0x0160)
30: $8E - Invisible warp hole (0x10A0, 0x0140)
31: $0A - Red Koopa Troopa flying vertically (0x11B0, 0x0140)
32: $2F - Portable springboard (0x1230, 0x0170)
33: $7B - Goal tape (0x12E0, 0x0170)

### Level $0D1 ###
00: $6E - Dino-Rhino (0x0110, 0x0170)
01: $6F - Dino-Torch (0x01B0, 0x0100)
02: $C7 - Invisible mushroom (0x0240, 0x0100)
03: $6F - Dino-Torch (0x0260, 0x0100)
04: $6E - Dino-Rhino (0x0320, 0x0160)
05: $6F - Dino-Torch (0x03E0, 0x0160)
06: $6F - Dino-Torch (0x0410, 0x0160)
07: $6F - Dino-Torch (0x0440, 0x0150)
08: $6E - Dino-Rhino (0x0480, 0x0160)
09: $83 - Flying question block that flies left (0x0490, 0x0120)
10: $6F - Dino-Torch (0x0520, 0x0150)
11: $6F - Dino-Torch (0x0560, 0x0170)
12: $4F - Jumping Piranha Plant (0x05D0, 0x0150)
13: $6F - Dino-Torch (0x0610, 0x00F0)
14: $6E - Dino-Rhino (0x0820, 0x0110)
15: $2F - Portable springboard (0x0960, 0x0170)
16: $3E - P-switch (0x0A60, 0x0160)
17: $95 - Chargin' Chuck (0x0AC0, 0x0110)
18: $6E - Dino-Rhino (0x0C70, 0x0150)
19: $6F - Dino-Torch (0x0CB0, 0x0140)
20: $83 - Flying question block that flies left (0x0CD0, 0x0100)
21: $6F - Dino-Torch (0x0D00, 0x0110)
22: $6F - Dino-Torch (0x0D70, 0x0100)
23: $4F - Jumping Piranha Plant (0x0E50, 0x0150)
24: $6F - Dino-Torch (0x0EA0, 0x0160)
25: $4F - Jumping Piranha Plant (0x0F20, 0x0160)
26: $6E - Dino-Rhino (0x0F50, 0x0170)
27: $6F - Dino-Torch (0x0FD0, 0x0160)
28: $4F - Jumping Piranha Plant (0x0FE0, 0x0130)
29: $6F - Dino-Torch (0x1020, 0x0160)
30: $8E - Invisible warp hole (0x10A0, 0x0140)
31: $0A - Red Koopa Troopa flying vertically (0x11B0, 0x0140)
32: $2F - Portable springboard (0x1230, 0x0170)
33: $7B - Goal tape (0x12E0, 0x0170)

### Level $0D2 ###
00: $0A - Red Koopa Troopa flying vertically (0x00A0, 0x0170)
01: $0A - Red Koopa Troopa flying vertically (0x00A0, 0x0150)
02: $0A - Red Koopa Troopa flying vertically (0x0100, 0x0170)
03: $0A - Red Koopa Troopa flying vertically (0x0100, 0x0150)
04: $0A - Red Koopa Troopa flying vertically (0x0150, 0x0160)
05: $0A - Red Koopa Troopa flying vertically (0x0160, 0x0160)
06: $0A - Red Koopa Troopa flying vertically (0x0170, 0x0160)
07: $0A - Red Koopa Troopa flying vertically (0x0180, 0x0160)
08: $0A - Red Koopa Troopa flying vertically (0x0190, 0x0160)

### Level $0D3 ###
00: $B6 - Reflecting fireball (0x0010, 0x0100)
01: $29 - Koopa Kid (0x00C0, 0x0060)
02: $B6 - Reflecting fireball (0x00E0, 0x0100)

### Level $0D4 ###
00: $EA - Layer 2 scrolling command (0x0080, 0x0000)
01: $A5 - Wall-following Sparky/Fuzzy (0x0160, 0x0140)
02: $A6 - Hothead (0x0260, 0x0130)
03: $A5 - Wall-following Sparky/Fuzzy (0x03E0, 0x0130)
04: $A6 - Hothead (0x0440, 0x0130)
05: $BB - Moving castle block (0x0520, 0x0130)
06: $A5 - Wall-following Sparky/Fuzzy (0x0540, 0x0110)
07: $BB - Moving castle block (0x0590, 0x0170)
08: $A6 - Hothead (0x05D0, 0x0130)
09: $30 - Dry Bones that throws bones (0x0680, 0x00C0)
10: $A5 - Wall-following Sparky/Fuzzy (0x06C0, 0x00E0)
11: $A5 - Wall-following Sparky/Fuzzy (0x06D0, 0x0170)
12: $A6 - Hothead (0x06D0, 0x0130)

### Level $0D5 ###
00: $A9 - Reznor (0x0010, 0x0000)
01: $A9 - Reznor (0x0020, 0x0000)
02: $A9 - Reznor (0x0030, 0x0000)
03: $A9 - Reznor (0x0040, 0x0000)

### Level $0D6 ###
00: $B4 - Grinder that moves on the ground (0x0100, 0x00E0)
01: $33 - Podoboo/vertical fireball (0x0150, 0x0130)
02: $33 - Podoboo/vertical fireball (0x0150, 0x00F0)
03: $B4 - Grinder that moves on the ground (0x0210, 0x0170)
04: $B4 - Grinder that moves on the ground (0x0240, 0x0170)
05: $33 - Podoboo/vertical fireball (0x0330, 0x00B0)
06: $33 - Podoboo/vertical fireball (0x0360, 0x00B0)
07: $33 - Podoboo/vertical fireball (0x0440, 0x00E0)
08: $B4 - Grinder that moves on the ground (0x0480, 0x0160)
09: $33 - Podoboo/vertical fireball (0x0490, 0x00D0)
10: $33 - Podoboo/vertical fireball (0x04E0, 0x00E0)
11: $B4 - Grinder that moves on the ground (0x04F0, 0x0160)
12: $33 - Podoboo/vertical fireball (0x0540, 0x00E0)
13: $B4 - Grinder that moves on the ground (0x0560, 0x0160)
14: $33 - Podoboo/vertical fireball (0x05F0, 0x00E0)
15: $B4 - Grinder that moves on the ground (0x0680, 0x0130)
16: $B4 - Grinder that moves on the ground (0x06C0, 0x0170)
17: $B4 - Grinder that moves on the ground (0x0710, 0x0130)
18: $B4 - Grinder that moves on the ground (0x0750, 0x0170)
19: $B4 - Grinder that moves on the ground (0x0790, 0x0130)
20: $33 - Podoboo/vertical fireball (0x09E0, 0x0120)
21: $33 - Podoboo/vertical fireball (0x0A30, 0x0120)
22: $33 - Podoboo/vertical fireball (0x0AA0, 0x0110)
23: $33 - Podoboo/vertical fireball (0x0B00, 0x0130)
24: $33 - Podoboo/vertical fireball (0x0B70, 0x0120)
25: $33 - Podoboo/vertical fireball (0x0BD0, 0x0110)
26: $33 - Podoboo/vertical fireball (0x0C10, 0x0130)
27: $33 - Podoboo/vertical fireball (0x0C30, 0x0110)
28: $33 - Podoboo/vertical fireball (0x0C80, 0x0110)
29: $33 - Podoboo/vertical fireball (0x0CA0, 0x0100)
30: $33 - Podoboo/vertical fireball (0x0CD0, 0x0130)
31: $33 - Podoboo/vertical fireball (0x0D20, 0x0120)
32: $33 - Podoboo/vertical fireball (0x0D80, 0x0110)
33: $33 - Podoboo/vertical fireball (0x0DD0, 0x0120)
34: $33 - Podoboo/vertical fireball (0x0E10, 0x0130)
35: $33 - Podoboo/vertical fireball (0x0E70, 0x0120)
36: $33 - Podoboo/vertical fireball (0x0EA0, 0x0110)

### Level $0D7 ###
00: $55 - Checkerboard platform, horizontal (0x0070, 0x0050)
01: $5F - Swinging brown platform (0x00D0, 0x0050)

### Level $0D8 ###
00: $3E - P-switch (0x03C0, 0x0170)

### Level $0D9 ###
00: $29 - Koopa Kid (0x00C0, 0x0020)

### Level $0DA ###

### Level $0DB ###
00: $24 - Green horizontal net Koopa (0x0030, 0x00D0)
01: $24 - Green horizontal net Koopa (0x0090, 0x0100)
02: $24 - Green horizontal net Koopa (0x0090, 0x0130)
03: $25 - Red horizontal net Koopa (0x0030, 0x0180)
04: $23 - Red vertical net Koopa (0x0070, 0x01D0)
05: $24 - Green horizontal net Koopa (0x00C0, 0x01D0)
06: $22 - Green vertical net Koopa (0x0040, 0x01D0)
07: $24 - Green horizontal net Koopa (0x01A0, 0x0210)
08: $22 - Green vertical net Koopa (0x0140, 0x0210)
09: $24 - Green horizontal net Koopa (0x00C0, 0x0210)
10: $24 - Green horizontal net Koopa (0x0140, 0x0260)
11: $22 - Green vertical net Koopa (0x01A0, 0x0260)
12: $22 - Green vertical net Koopa (0x00A0, 0x0260)
13: $23 - Red vertical net Koopa (0x0070, 0x0270)
14: $24 - Green horizontal net Koopa (0x01A0, 0x02B0)
15: $22 - Green vertical net Koopa (0x0140, 0x02B0)
16: $24 - Green horizontal net Koopa (0x0060, 0x02D0)
17: $24 - Green horizontal net Koopa (0x0030, 0x02E0)
18: $23 - Red vertical net Koopa (0x0090, 0x0340)
19: $22 - Green vertical net Koopa (0x0060, 0x0340)
20: $24 - Green horizontal net Koopa (0x00B0, 0x03C0)

### Level $0DC ###
00: $33 - Podoboo/vertical fireball (0x04C0, 0x0110)
01: $33 - Podoboo/vertical fireball (0x0520, 0x0110)
02: $33 - Podoboo/vertical fireball (0x0580, 0x0110)
03: $33 - Podoboo/vertical fireball (0x05E0, 0x0110)
04: $31 - Bony Beetle (0x0630, 0x0170)
05: $31 - Bony Beetle (0x06C0, 0x0170)
06: $33 - Podoboo/vertical fireball (0x07B0, 0x0110)
07: $33 - Podoboo/vertical fireball (0x0840, 0x0110)
08: $F2 - Layer 2 on/off switch controller (0x0980, 0x0000)

### Level $0DD ###
00: $63 - Brown/checkered line-guided platform (0x0020, 0x0180)
01: $64 - Line-guided rope mechanism (0x0060, 0x0100)

### Level $0DE ###
00: $37 - Boo (0x0060, 0x00F0)
01: $37 - Boo (0x00B0, 0x0180)
02: $37 - Boo (0x0170, 0x00E0)
03: $37 - Boo (0x01C0, 0x0150)

### Level $0DF ###
00: $A9 - Reznor (0x0010, 0x0000)
01: $A9 - Reznor (0x0020, 0x0000)
02: $A9 - Reznor (0x0030, 0x0000)
03: $A9 - Reznor (0x0040, 0x0000)

### Level $0E0 ###
00: $AA - Fishbone (0x0140, 0x0170)
01: $AA - Fishbone (0x0170, 0x0150)
02: $26 - Thwomp (0x0170, 0x00E0)
03: $AA - Fishbone (0x01F0, 0x0150)
04: $31 - Bony Beetle (0x0220, 0x0170)
05: $31 - Bony Beetle (0x0240, 0x0170)
06: $AA - Fishbone (0x0270, 0x0120)
07: $26 - Thwomp (0x0280, 0x00E0)
08: $AA - Fishbone (0x02A0, 0x0070)
09: $9E - Ball 'n' Chain (0x02F0, 0x0050)
10: $30 - Dry Bones that throws bones (0x0310, 0x0120)
11: $9E - Ball 'n' Chain (0x0360, 0x0130)
12: $9E - Ball 'n' Chain (0x03A0, 0x0050)
13: $AA - Fishbone (0x03D0, 0x0070)
14: $26 - Thwomp (0x03E0, 0x00E0)
15: $AA - Fishbone (0x0430, 0x0100)
16: $9E - Ball 'n' Chain (0x0450, 0x0050)
17: $AA - Fishbone (0x0500, 0x0070)
18: $9E - Ball 'n' Chain (0x0500, 0x0050)
19: $30 - Dry Bones that throws bones (0x0520, 0x0170)
20: $AA - Fishbone (0x0530, 0x0150)
21: $AA - Fishbone (0x0530, 0x0110)
22: $26 - Thwomp (0x0540, 0x00E0)
23: $AA - Fishbone (0x0600, 0x0110)
24: $9E - Ball 'n' Chain (0x0640, 0x0100)
25: $9E - Ball 'n' Chain (0x0670, 0x0160)
26: $30 - Dry Bones that throws bones (0x06B0, 0x0180)
27: $AA - Fishbone (0x06D0, 0x0140)
28: $AA - Fishbone (0x0700, 0x0110)
29: $31 - Bony Beetle (0x0750, 0x0130)
30: $AA - Fishbone (0x0790, 0x0100)
31: $31 - Bony Beetle (0x07A0, 0x0130)

### Level $0E1 ###
00: $AA - Fishbone (0x0140, 0x0170)
01: $AA - Fishbone (0x0170, 0x0150)
02: $26 - Thwomp (0x0170, 0x00E0)
03: $AA - Fishbone (0x01F0, 0x0150)
04: $31 - Bony Beetle (0x0220, 0x0170)
05: $31 - Bony Beetle (0x0240, 0x0170)
06: $AA - Fishbone (0x0270, 0x0120)
07: $26 - Thwomp (0x0280, 0x00E0)
08: $AA - Fishbone (0x02A0, 0x0070)
09: $9E - Ball 'n' Chain (0x02F0, 0x0050)
10: $30 - Dry Bones that throws bones (0x0310, 0x0120)
11: $9E - Ball 'n' Chain (0x0360, 0x0130)
12: $9E - Ball 'n' Chain (0x03A0, 0x0050)
13: $AA - Fishbone (0x03D0, 0x0070)
14: $26 - Thwomp (0x03E0, 0x00E0)
15: $AA - Fishbone (0x0430, 0x0100)
16: $9E - Ball 'n' Chain (0x0450, 0x0050)
17: $AA - Fishbone (0x0500, 0x0070)
18: $9E - Ball 'n' Chain (0x0500, 0x0050)
19: $30 - Dry Bones that throws bones (0x0520, 0x0170)
20: $AA - Fishbone (0x0530, 0x0150)
21: $AA - Fishbone (0x0530, 0x0110)
22: $26 - Thwomp (0x0540, 0x00E0)
23: $AA - Fishbone (0x0600, 0x0110)
24: $9E - Ball 'n' Chain (0x0640, 0x0100)
25: $9E - Ball 'n' Chain (0x0670, 0x0160)
26: $30 - Dry Bones that throws bones (0x06B0, 0x0180)
27: $AA - Fishbone (0x06D0, 0x0140)
28: $AA - Fishbone (0x0700, 0x0110)
29: $31 - Bony Beetle (0x0750, 0x0130)
30: $AA - Fishbone (0x0790, 0x0100)
31: $31 - Bony Beetle (0x07A0, 0x0130)

### Level $0E2 ###
00: $A9 - Reznor (0x0010, 0x0000)
01: $A9 - Reznor (0x0020, 0x0000)
02: $A9 - Reznor (0x0030, 0x0000)
03: $A9 - Reznor (0x0040, 0x0000)

### Level $0E3 ###
00: $77 - Feather (0x0050, 0x0170)
01: $B9 - Info Box (0x0070, 0x0140)

### Level $0E4 ###
00: $37 - Boo (0x0020, 0x00F0)
01: $C5 - Big Boo Boss (0x00B0, 0x00D0)
02: $37 - Boo (0x00A0, 0x00F0)

### Level $0E5 ###
00: $29 - Koopa Kid (0x00C0, 0x0000)

### Level $0E6 ###

### Level $0E7 ###
00: $32 - Dry Bones that stays on ledges (0x00B0, 0x0090)
01: $32 - Dry Bones that stays on ledges (0x00D0, 0x0280)
02: $32 - Dry Bones that stays on ledges (0x0090, 0x0280)
03: $32 - Dry Bones that stays on ledges (0x00D0, 0x02D0)
04: $32 - Dry Bones that stays on ledges (0x0030, 0x0350)
05: $32 - Dry Bones that stays on ledges (0x00A0, 0x0440)
06: $32 - Dry Bones that stays on ledges (0x0070, 0x0550)
07: $2F - Portable springboard (0x0040, 0x0550)
08: $EF - Layer 2 sideways-scrolling command (0x0000, 0x0770)

### Level $0E8 ###
00: $32 - Dry Bones that stays on ledges (0x0020, 0x0050)
01: $26 - Thwomp (0x0120, 0x0030)
02: $33 - Podoboo/vertical fireball (0x0160, 0x0080)
03: $26 - Thwomp (0x01C0, 0x00B0)
04: $26 - Thwomp (0x0230, 0x00E0)

### Level $0E9 ###
00: $97 - Puntin' Chuck (0x0150, 0x0170)
01: $0E - Keyhole (0x0250, 0x0060)
02: $80 - Key (0x0280, 0x0060)
03: $DC - Blue Koopa shell (0x0340, 0x0170)

### Level $0EA ###
00: $3E - P-switch (0x0060, 0x00A0)
01: $77 - Feather (0x0110, 0x01F0)
02: $78 - 1-Up mushroom (0x0130, 0x03F0)
03: $76 - Star (0x0130, 0x04F0)
04: $74 - Mushroom (0x0150, 0x05F0)
05: $78 - 1-Up mushroom (0x01A0, 0x06F0)
06: $78 - 1-Up mushroom (0x0190, 0x06F0)
07: $78 - 1-Up mushroom (0x0180, 0x06F0)
08: $78 - 1-Up mushroom (0x0170, 0x06F0)
09: $78 - 1-Up mushroom (0x0160, 0x06F0)
10: $77 - Feather (0x0180, 0x07F0)
11: $75 - Flower (0x0180, 0x08F0)
12: $78 - 1-Up mushroom (0x01C0, 0x0AF0)
13: $78 - 1-Up mushroom (0x01B0, 0x0AF0)
14: $78 - 1-Up mushroom (0x01A0, 0x0AF0)
15: $2F - Portable springboard (0x0160, 0x0BC0)

### Level $0EB ###
00: $8D - Ghost house exit sign and door (0x0000, 0x0000)
01: $7B - Goal tape (0x00E0, 0x0570)

### Level $0EC ###
00: $E3 - Boo Ring moving clockwise (0x01A0, 0x0140)
01: $2F - Portable springboard (0x0290, 0x00F0)
02: $38 - Eerie that moves straight (0x02A0, 0x0160)
03: $3E - P-switch (0x02E0, 0x0170)
04: $28 - Big Boo (0x0330, 0x0140)

### Level $0ED ###
00: $3E - P-switch (0x0060, 0x0120)
01: $37 - Boo (0x00C0, 0x0160)
02: $37 - Boo (0x0120, 0x0150)
03: $B9 - Info Box (0x0140, 0x0150)
04: $37 - Boo (0x0250, 0x0140)
05: $E2 - Boo Ring moving counterclockwise (0x0310, 0x0140)
06: $37 - Boo (0x03E0, 0x0120)

### Level $0EE ###
00: $E3 - Boo Ring moving clockwise (0x01A0, 0x0140)
01: $2F - Portable springboard (0x0290, 0x00F0)
02: $38 - Eerie that moves straight (0x02A0, 0x0160)
03: $3E - P-switch (0x02E0, 0x0170)
04: $28 - Big Boo (0x0330, 0x0140)

### Level $0EF ###
00: $26 - Thwomp (0x00C0, 0x00C0)
01: $26 - Thwomp (0x0190, 0x00E0)
02: $26 - Thwomp (0x0230, 0x00E0)
03: $27 - Thwimp (0x0250, 0x0170)
04: $26 - Thwomp (0x0340, 0x00F0)
05: $26 - Thwomp (0x0390, 0x00F0)
06: $27 - Thwimp (0x0450, 0x0170)
07: $26 - Thwomp (0x0470, 0x00E0)
08: $26 - Thwomp (0x0510, 0x00E0)
09: $27 - Thwimp (0x0530, 0x0170)
10: $26 - Thwomp (0x05B0, 0x00E0)
11: $27 - Thwimp (0x0650, 0x0160)
12: $27 - Thwimp (0x0670, 0x0160)
13: $27 - Thwimp (0x06C0, 0x0160)
14: $27 - Thwimp (0x06E0, 0x0160)
15: $26 - Thwomp (0x07A0, 0x00E0)
16: $26 - Thwomp (0x08A0, 0x00E0)
17: $26 - Thwomp (0x0960, 0x00D0)
18: $26 - Thwomp (0x0A50, 0x00D0)
19: $27 - Thwimp (0x0A70, 0x0170)

### Level $0F0 ###
00: $8D - Ghost house exit sign and door (0x0000, 0x0000)
01: $7B - Goal tape (0x00E0, 0x0170)

### Level $0F1 ###
00: $37 - Boo (0x0040, 0x0110)
01: $37 - Boo (0x0080, 0x0150)
02: $37 - Boo (0x00E0, 0x0140)
03: $37 - Boo (0x0120, 0x0110)
04: $37 - Boo (0x01E0, 0x0110)
05: $38 - Eerie that moves straight (0x0230, 0x0140)
06: $39 - Eerie that moves in a wave (0x0290, 0x0100)
07: $39 - Eerie that moves in a wave (0x02C0, 0x0160)

### Level $0F2 ###
00: $3E - P-switch (0x0060, 0x0120)
01: $37 - Boo (0x00C0, 0x0160)
02: $37 - Boo (0x0120, 0x0150)
03: $B9 - Info Box (0x0140, 0x0150)
04: $37 - Boo (0x0250, 0x0140)
05: $E2 - Boo Ring moving counterclockwise (0x0310, 0x0140)
06: $37 - Boo (0x03E0, 0x0120)

### Level $0F3 ###
00: $7B - Goal tape (0x00E0, 0x0170)

### Level $0F4 ###

### Level $0F5 ###
00: $6E - Dino-Rhino (0x0110, 0x0170)
01: $6F - Dino-Torch (0x01B0, 0x0100)
